No.,月,日,1地域,2地域,3地域,4地域,5地域,6地域,7地域,8地域
148,5,28,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
149,5,29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
150,5,30,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
151,5,31,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
152,6,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
153,6,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
154,6,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
155,6,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
156,6,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
157,6,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
158,6,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
159,6,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
160,6,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
161,6,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
162,6,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
163,6,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
164,6,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
165,6,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
166,6,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
167,6,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
168,6,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
169,6,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
170,6,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
171,6,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
172,6,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
173,6,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
174,6,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
175,6,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
176,6,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
177,6,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
178,6,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
179,6,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
180,6,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
181,6,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
182,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
183,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
184,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
185,7,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
186,7,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
187,7,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
188,7,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
189,7,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
190,7,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
191,7,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
192,7,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
193,7,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
194,7,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
195,7,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
196,7,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
197,7,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
198,7,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
199,7,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
200,7,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
201,7,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202,7,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
203,7,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
204,7,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
205,7,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
206,7,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
207,7,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
208,7,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
209,7,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
210,7,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
211,7,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
212,7,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
213,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
214,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
215,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
216,8,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
217,8,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
218,8,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
219,8,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
220,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
221,8,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
222,8,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
223,8,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
224,8,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
225,8,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
226,8,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
227,8,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
228,8,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
229,8,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
230,8,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
231,8,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
232,8,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
233,8,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
234,8,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
235,8,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
236,8,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
237,8,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
238,8,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
239,8,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
240,8,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
241,8,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
242,8,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
243,8,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
244,9,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
245,9,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
246,9,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
247,9,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
248,9,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
249,9,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
250,9,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
251,9,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
252,9,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
253,9,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
254,9,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
255,9,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
256,9,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
257,9,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
258,9,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
259,9,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
260,9,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
261,9,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
262,9,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
263,9,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
264,9,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
265,9,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
266,9,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
267,9,24,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
268,9,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
269,9,26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
270,9,27,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
271,9,28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
272,9,29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
273,9,30,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
274,10,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
275,10,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
276,10,3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
277,10,4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
278,10,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
279,10,6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
280,10,7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
281,10,8,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
282,10,9,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
283,10,10,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
284,10,11,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
285,10,12,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
286,10,13,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
287,10,14,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
288,10,15,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
289,10,16,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
290,10,17,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
291,10,18,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
292,10,19,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
293,10,20,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
294,10,21,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
295,10,22,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
296,10,23,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
297,10,24,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
298,10,25,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
299,10,26,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
300,10,27,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
301,10,28,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
302,10,29,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
