No.,åé,ì˙,éû,éÌï ,ìdãCÉPÉgÉã_4êlê¢ë—_ï¶è„,ìdãCÉPÉgÉã_3êlê¢ë—_ï¶è„,ìdãCÉPÉgÉã_2êlê¢ë—_ï¶è„,ìdãCÉPÉgÉã_1êlê¢ë—_ï¶è„,ìdéqÉåÉìÉW_4êlê¢ë—_í≤óù,ìdéqÉåÉìÉW_3êlê¢ë—_í≤óù,ìdéqÉåÉìÉW_2êlê¢ë—_í≤óù,ìdéqÉåÉìÉW_1êlê¢ë—_í≤óù,ìdãCêÜî—äÌ_4êlê¢ë—_êÜî—,ìdãCêÜî—äÌ_4êlê¢ë—_ï€â∑,ìdãCêÜî—äÌ_3êlê¢ë—_êÜî—,ìdãCêÜî—äÌ_3êlê¢ë—_ï€â∑,ìdãCêÜî—äÌ_2êlê¢ë—_êÜî—,ìdãCêÜî—äÌ_2êlê¢ë—_ï€â∑,ìdãCêÜî—äÌ_1êlê¢ë—_êÜî—,ìdãCêÜî—äÌ_1êlê¢ë—_ï€â∑,âtèªÉeÉåÉrÅiãèä‘Åj_4êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiãèä‘Åj_4êlê¢ë—_éãíÆ,âtèªÉeÉåÉrÅiãèä‘Åj_3êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiãèä‘Åj_3êlê¢ë—_éãíÆ,âtèªÉeÉåÉrÅiãèä‘Åj_2êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiãèä‘Åj_2êlê¢ë—_éãíÆ,âtèªÉeÉåÉrÅiãèä‘Åj_1êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiãèä‘Åj_1êlê¢ë—_éãíÆ,ÉpÉ\ÉRÉì_4êlê¢ë—_égóp,ÉpÉ\ÉRÉì_3êlê¢ë—_égóp,ÉpÉ\ÉRÉì_2êlê¢ë—_égóp,ÉpÉ\ÉRÉì_1êlê¢ë—_égóp,CDÉâÉWÉJÉZ_4êlê¢ë—_ë“ã@,CDÉâÉWÉJÉZ_4êlê¢ë—_íÆéÊ,CDÉâÉWÉJÉZ_3êlê¢ë—_ë“ã@,CDÉâÉWÉJÉZ_3êlê¢ë—_íÆéÊ,CDÉâÉWÉJÉZ_2êlê¢ë—_ë“ã@,CDÉâÉWÉJÉZ_2êlê¢ë—_íÆéÊ,CDÉâÉWÉJÉZ_1êlê¢ë—_ë“ã@,CDÉâÉWÉJÉZ_1êlê¢ë—_íÆéÊ,ë|èúã@_4êlê¢ë—_égóp,ë|èúã@_3êlê¢ë—_égóp,ë|èúã@_2êlê¢ë—_égóp,ë|èúã@_1êlê¢ë—_égóp,ÉAÉCÉçÉì_4êlê¢ë—_égóp,ÉAÉCÉçÉì_3êlê¢ë—_égóp,ÉAÉCÉçÉì_2êlê¢ë—_égóp,ÉAÉCÉçÉì_1êlê¢ë—_égóp,âtèªÉeÉåÉrÅiómé∫1Åj_4êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiómé∫1Åj_4êlê¢ë—_éãíÆ,âtèªÉeÉåÉrÅiómé∫1Åj_3êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiómé∫1Åj_3êlê¢ë—_éãíÆ,âtèªÉeÉåÉrÅiómé∫1Åj_2êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiómé∫1Åj_2êlê¢ë—_éãíÆ,âtèªÉeÉåÉrÅiómé∫1Åj_1êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiómé∫1Åj_1êlê¢ë—_éãíÆ,PCÉQÅ[ÉÄã@_4êlê¢ë—_ë“ã@,PCÉQÅ[ÉÄã@_4êlê¢ë—_â“ì≠,PCÉQÅ[ÉÄã@_3êlê¢ë—_ë“ã@,PCÉQÅ[ÉÄã@_3êlê¢ë—_â“ì≠,PCÉQÅ[ÉÄã@_2êlê¢ë—_ë“ã@,PCÉQÅ[ÉÄã@_2êlê¢ë—_â“ì≠,PCÉQÅ[ÉÄã@_1êlê¢ë—_ë“ã@,PCÉQÅ[ÉÄã@_1êlê¢ë—_â“ì≠,MDÉRÉìÉ|_4êlê¢ë—_ë“ã@,MDÉRÉìÉ|_4êlê¢ë—_íÆéÊ,MDÉRÉìÉ|_3êlê¢ë—_ë“ã@,MDÉRÉìÉ|_3êlê¢ë—_íÆéÊ,MDÉRÉìÉ|_2êlê¢ë—_ë“ã@,MDÉRÉìÉ|_2êlê¢ë—_íÆéÊ,MDÉRÉìÉ|_1êlê¢ë—_ë“ã@,MDÉRÉìÉ|_1êlê¢ë—_íÆéÊ,ÉXÉ^ÉìÉh_4êlê¢ë—_ì_ìî,ÉXÉ^ÉìÉh_3êlê¢ë—_ì_ìî,ÉXÉ^ÉìÉh_2êlê¢ë—_ì_ìî,ÉXÉ^ÉìÉh_1êlê¢ë—_ì_ìî,êÙëÛã@_4êlê¢ë—_êÙëÛ,êÙëÛã@_3êlê¢ë—_êÙëÛ,êÙëÛã@_2êlê¢ë—_êÙëÛ,êÙëÛã@_1êlê¢ë—_êÙëÛ,ÉwÉAÉhÉâÉCÉÑÅ[_4êlê¢ë—_égóp,ÉwÉAÉhÉâÉCÉÑÅ[_3êlê¢ë—_égóp,ÉwÉAÉhÉâÉCÉÑÅ[_2êlê¢ë—_égóp,ÉwÉAÉhÉâÉCÉÑÅ[_1êlê¢ë—_égóp,ï÷ç¿_4êlê¢ë—_ígñ[,ï÷ç¿_3êlê¢ë—_ígñ[,ï÷ç¿_2êlê¢ë—_ígñ[,ï÷ç¿_1êlê¢ë—_ígñ[,âtèªÉeÉåÉrÅiçáê¨Åj_4êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiçáê¨Åj_4êlê¢ë—_éãíÆ,âtèªÉeÉåÉrÅiçáê¨Åj_3êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiçáê¨Åj_3êlê¢ë—_éãíÆ,âtèªÉeÉåÉrÅiçáê¨Åj_2êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiçáê¨Åj_2êlê¢ë—_éãíÆ,âtèªÉeÉåÉrÅiçáê¨Åj_1êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiçáê¨Åj_1êlê¢ë—_éãíÆ
16,1,1,16,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
17,1,1,17,ãxì˙ç›,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0.25,0.75,0.25,0.75,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0.133333333,0.133333333,0.133333333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0.25,1.75,0.25,0.75,0.25,0.75,1,0
18,1,1,18,ãxì˙ç›,0,0,0,1,0.05,0.05,0.05,0,0.5,0,0.5,0,0.5,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,0,1,0,1,0,1
19,1,1,19,ãxì˙ç›,0,0,0,0,0,0,0,0.05,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,0,1,0,1,0,1
20,1,1,20,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0.25,0.75,0.25,0.75,0.25,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,1,0,1,0,1
21,1,1,21,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,1,0,1,0,1
22,1,1,22,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0.5,0.5,0.5,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.25,0.25,0,0,0,0,0,0,8.33E-02,8.33E-02,8.33E-02,8.33E-02,2,2,2,2,1,1,0,1,0,1,0,1
23,1,1,23,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,0.5,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,8.33E-02,8.33E-02,8.33E-02,0,2,2,2,2,1,1,0,1,0,1,0.5,0.5
24,1,1,24,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33E-02,2,2,2,2,2,0,1,0,1,0,1,0
25,1,2,1,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
26,1,2,2,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
27,1,2,3,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
28,1,2,4,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
29,1,2,5,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
30,1,2,6,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
31,1,2,7,ïΩì˙,1,1,1,1,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33E-02,8.33E-02,8.33E-02,8.33E-02,2,2,2,2,2,0,1,0,1,0,1,0
32,1,2,8,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0.33,0.166666667,0.166666667,0.166666667,0.166666667,2,2,2,2,1,1,0,1,0,1,0,1
33,1,2,9,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.67,0.67,0.67,0.67,0,0,0,0,2,2,2,2,1,1,0,1,0,1,0,1
34,1,2,10,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0.25,0.25,0.25,0.25,0.133333333,0.133333333,0.133333333,0.133333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,1,0,1,0,1
35,1,2,11,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
36,1,2,12,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
